pH,Antibiotic,Concentration,Timepoint,OD,DateExptStarted,Strain,Measured pH
Acidic,Tobramycin,16,24,1.365,Rep1,GC2011,
Acidic,Tobramycin,32,24,1.377,Rep1,GC2011,
Acidic,Tobramycin,32,24,1.377,Rep1,GC2011,
Acidic,Tobramycin,32,24,1.379,Rep1,GC2011,
Acidic,Tobramycin,64,24,1.385,Rep1,GC2011,
Acidic,Tobramycin,64,24,1.4,Rep1,GC2011,
Acidic,Tobramycin,64,24,1.39,Rep1,GC2011,
Neutral,Tobramycin,0,24,1.58,Rep1,GC2011,
Neutral,Tobramycin,0,24,1.589,Rep1,GC2011,
Neutral,Tobramycin,0,24,1.588,Rep1,GC2011,
Neutral,Tobramycin,16,24,1.541,Rep1,GC2011,
Neutral,Tobramycin,16,24,1.563,Rep1,GC2011,
Neutral,Tobramycin,16,24,1.561,Rep1,GC2011,
Neutral,Tobramycin,32,24,1.559,Rep1,GC2011,
Neutral,Tobramycin,32,24,1.562,Rep1,GC2011,
Neutral,Tobramycin,32,24,1.557,Rep1,GC2011,
Neutral,Tobramycin,64,24,1.521,Rep1,GC2011,
Neutral,Tobramycin,64,24,1.539,Rep1,GC2011,
Neutral,Tobramycin,64,24,1.526,Rep1,GC2011,
Basic,Tobramycin,0,24,1.549,Rep1,GC2011,
Basic,Tobramycin,0,24,1.595,Rep1,GC2011,
Basic,Tobramycin,0,24,1.574,Rep1,GC2011,
Basic,Tobramycin,16,24,1.54,Rep1,GC2011,
Basic,Tobramycin,16,24,1.536,Rep1,GC2011,
Basic,Tobramycin,16,24,1.576,Rep1,GC2011,
Basic,Tobramycin,32,24,1.509,Rep1,GC2011,
Basic,Tobramycin,32,24,1.502,Rep1,GC2011,
Basic,Tobramycin,32,24,1.504,Rep1,GC2011,
Basic,Tobramycin,64,24,1.55,Rep1,GC2011,
Basic,Tobramycin,64,24,1.539,Rep1,GC2011,
Basic,Tobramycin,64,24,1.553,Rep1,GC2011,
Acidic,Tobramycin,0,0,0.15,Rep2,GC2011,
Acidic,Tobramycin,0,0,0.151,Rep2,GC2011,
Acidic,Tobramycin,0,0,0.151,Rep2,GC2011,
Acidic,Tobramycin,16,0,0.151,Rep2,GC2011,
Acidic,Tobramycin,16,0,0.152,Rep2,GC2011,
Acidic,Tobramycin,16,0,0.152,Rep2,GC2011,
Acidic,Tobramycin,32,0,0.151,Rep2,GC2011,
Acidic,Tobramycin,32,0,0.153,Rep2,GC2011,
Acidic,Tobramycin,32,0,0.151,Rep2,GC2011,
Acidic,Tobramycin,64,0,0.153,Rep2,GC2011,
Acidic,Tobramycin,64,0,0.154,Rep2,GC2011,
Acidic,Tobramycin,64,0,0.149,Rep2,GC2011,
Neutral,Tobramycin,0,0,0.139,Rep2,GC2011,
Neutral,Tobramycin,0,0,0.155,Rep2,GC2011,
Neutral,Tobramycin,0,0,0.156,Rep2,GC2011,
Neutral,Tobramycin,16,0,0.15,Rep2,GC2011,
Neutral,Tobramycin,16,0,0.155,Rep2,GC2011,
Neutral,Tobramycin,16,0,0.157,Rep2,GC2011,
Neutral,Tobramycin,32,0,0.142,Rep2,GC2011,
Neutral,Tobramycin,32,0,0.156,Rep2,GC2011,
Neutral,Tobramycin,32,0,0.157,Rep2,GC2011,
Neutral,Tobramycin,64,0,0.15,Rep2,GC2011,
Neutral,Tobramycin,64,0,0.155,Rep2,GC2011,
Neutral,Tobramycin,64,0,0.155,Rep2,GC2011,
Basic,Tobramycin,0,0,0.158,Rep2,GC2011,
Basic,Tobramycin,0,0,0.152,Rep2,GC2011,
Basic,Tobramycin,0,0,0.149,Rep2,GC2011,
Basic,Tobramycin,16,0,0.154,Rep2,GC2011,
Basic,Tobramycin,16,0,0.153,Rep2,GC2011,
Basic,Tobramycin,16,0,0.154,Rep2,GC2011,
Basic,Tobramycin,32,0,0.156,Rep2,GC2011,
Basic,Tobramycin,32,0,0.155,Rep2,GC2011,
Basic,Tobramycin,32,0,0.151,Rep2,GC2011,
Basic,Tobramycin,64,0,0.156,Rep2,GC2011,
Basic,Tobramycin,64,0,0.157,Rep2,GC2011,
Basic,Tobramycin,64,0,0.154,Rep2,GC2011,
Acidic,Tobramycin,0,0,0.166,Rep1,GC2011,
Acidic,Tobramycin,0,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,0,0,0.167,Rep1,GC2011,
Acidic,Tobramycin,16,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,16,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,16,0,0.166,Rep1,GC2011,
Acidic,Tobramycin,32,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,32,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,32,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,64,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,64,0,0.168,Rep1,GC2011,
Acidic,Tobramycin,64,0,0.167,Rep1,GC2011,
Neutral,Tobramycin,0,0,0.161,Rep1,GC2011,
Neutral,Tobramycin,0,0,0.163,Rep1,GC2011,
Neutral,Tobramycin,0,0,0.161,Rep1,GC2011,
Neutral,Tobramycin,16,0,0.162,Rep1,GC2011,
Neutral,Tobramycin,16,0,0.162,Rep1,GC2011,
Neutral,Tobramycin,16,0,0.163,Rep1,GC2011,
Neutral,Tobramycin,32,0,0.16,Rep1,GC2011,
Neutral,Tobramycin,32,0,0.162,Rep1,GC2011,
Neutral,Tobramycin,32,0,0.162,Rep1,GC2011,
Neutral,Tobramycin,64,0,0.165,Rep1,GC2011,
Neutral,Tobramycin,64,0,0.169,Rep1,GC2011,
Neutral,Tobramycin,64,0,0.163,Rep1,GC2011,
Basic,Tobramycin,0,0,0.18,Rep1,GC2011,
Basic,Tobramycin,0,0,0.175,Rep1,GC2011,
Basic,Tobramycin,0,0,0.176,Rep1,GC2011,
Basic,Tobramycin,16,0,0.191,Rep1,GC2011,
Basic,Tobramycin,16,0,0.178,Rep1,GC2011,
Basic,Tobramycin,16,0,0.179,Rep1,GC2011,
Basic,Tobramycin,32,0,0.182,Rep1,GC2011,
Basic,Tobramycin,32,0,0.193,Rep1,GC2011,
Basic,Tobramycin,32,0,0.19,Rep1,GC2011,
Basic,Tobramycin,64,0,0.2,Rep1,GC2011,
Basic,Tobramycin,64,0,0.184,Rep1,GC2011,
Basic,Tobramycin,64,0,0.184,Rep1,GC2011,
Acidic,Meropenem,0,48,1.629,Rep2,GC2011,
Acidic,Meropenem,0,48,1.624,Rep2,GC2011,
Acidic,Meropenem,0,48,1.624,Rep2,GC2011,
Acidic,Meropenem,64,48,1.381,Rep2,GC2011,
Acidic,Meropenem,64,48,1.411,Rep2,GC2011,
Acidic,Meropenem,64,48,1.359,Rep2,GC2011,
Acidic,Meropenem,128,48,0.513,Rep2,GC2011,
Acidic,Meropenem,128,48,0.731,Rep2,GC2011,
Acidic,Meropenem,128,48,0.734,Rep2,GC2011,
Acidic,Meropenem,256,48,0.278,Rep2,GC2011,
Acidic,Meropenem,256,48,0.322,Rep2,GC2011,
Acidic,Meropenem,256,48,0.402,Rep2,GC2011,
Neutral,Meropenem,0,48,1.701,Rep2,GC2011,
Neutral,Meropenem,0,48,1.672,Rep2,GC2011,
Neutral,Meropenem,0,48,1.675,Rep2,GC2011,
Neutral,Meropenem,64,48,1.588,Rep2,GC2011,
Neutral,Meropenem,64,48,1.598,Rep2,GC2011,
Neutral,Meropenem,64,48,1.689,Rep2,GC2011,
Neutral,Meropenem,128,48,1.619,Rep2,GC2011,
Neutral,Meropenem,128,48,1.674,Rep2,GC2011,
Neutral,Meropenem,128,48,1.637,Rep2,GC2011,
Neutral,Meropenem,256,48,1.659,Rep2,GC2011,
Neutral,Meropenem,256,48,1.633,Rep2,GC2011,
Neutral,Meropenem,256,48,1.632,Rep2,GC2011,
Basic,Meropenem,0,48,1.728,Rep2,GC2011,
Basic,Meropenem,0,48,1.733,Rep2,GC2011,
Basic,Meropenem,0,48,1.707,Rep2,GC2011,
Basic,Meropenem,64,48,1.646,Rep2,GC2011,
Basic,Meropenem,64,48,1.616,Rep2,GC2011,
Basic,Meropenem,64,48,1.649,Rep2,GC2011,
Basic,Meropenem,128,48,1.551,Rep2,GC2011,
Basic,Meropenem,128,48,1.615,Rep2,GC2011,
Basic,Meropenem,128,48,1.568,Rep2,GC2011,
Basic,Meropenem,256,48,1.581,Rep2,GC2011,
Basic,Meropenem,256,48,1.599,Rep2,GC2011,
Basic,Meropenem,256,48,1.6,Rep2,GC2011,
Acidic,Meropenem,0,48,1.667,Rep1,GC2011,
Acidic,Meropenem,0,48,1.665,Rep1,GC2011,
Acidic,Meropenem,0,48,1.667,Rep1,GC2011,
Acidic,Meropenem,64,48,1.371,Rep1,GC2011,
Acidic,Meropenem,64,48,1.392,Rep1,GC2011,
Acidic,Meropenem,64,48,1.443,Rep1,GC2011,
Acidic,Meropenem,128,48,1.01,Rep1,GC2011,
Acidic,Meropenem,128,48,1.059,Rep1,GC2011,
Acidic,Meropenem,128,48,1.185,Rep1,GC2011,
Acidic,Meropenem,256,48,1.087,Rep1,GC2011,
Acidic,Meropenem,256,48,1.026,Rep1,GC2011,
Acidic,Meropenem,256,48,0.967,Rep1,GC2011,
Neutral,Meropenem,0,48,1.776,Rep1,GC2011,
Neutral,Meropenem,0,48,1.731,Rep1,GC2011,
Neutral,Meropenem,0,48,1.747,Rep1,GC2011,
Neutral,Meropenem,64,48,1.615,Rep1,GC2011,
Neutral,Meropenem,64,48,1.605,Rep1,GC2011,
Neutral,Meropenem,64,48,1.472,Rep1,GC2011,
Neutral,Meropenem,128,48,1.629,Rep1,GC2011,
Neutral,Meropenem,128,48,1.664,Rep1,GC2011,
Neutral,Meropenem,128,48,1.688,Rep1,GC2011,
Neutral,Meropenem,256,48,1.742,Rep1,GC2011,
Neutral,Meropenem,256,48,1.677,Rep1,GC2011,
Neutral,Meropenem,256,48,1.672,Rep1,GC2011,
Basic,Meropenem,0,48,1.856,Rep1,GC2011,
Basic,Meropenem,0,48,1.651,Rep1,GC2011,
Basic,Meropenem,0,48,1.745,Rep1,GC2011,
Basic,Meropenem,64,48,1.726,Rep1,GC2011,
Basic,Meropenem,64,48,1.735,Rep1,GC2011,
Basic,Meropenem,64,48,1.718,Rep1,GC2011,
Basic,Meropenem,128,48,1.718,Rep1,GC2011,
Basic,Meropenem,128,48,1.76,Rep1,GC2011,
Basic,Meropenem,128,48,1.749,Rep1,GC2011,
Basic,Meropenem,256,48,1.696,Rep1,GC2011,
Basic,Meropenem,256,48,1.682,Rep1,GC2011,
Basic,Meropenem,256,48,1.709,Rep1,GC2011,
Acidic,Meropenem,0,24,1.297,Rep2,GC2011,
Acidic,Meropenem,0,24,1.296,Rep2,GC2011,
Acidic,Meropenem,0,24,1.338,Rep2,GC2011,
Acidic,Meropenem,64,24,0.204,Rep2,GC2011,
Acidic,Meropenem,64,24,0.201,Rep2,GC2011,
Acidic,Meropenem,64,24,0.21,Rep2,GC2011,
Acidic,Meropenem,128,24,0.192,Rep2,GC2011,
Acidic,Meropenem,128,24,0.191,Rep2,GC2011,
Acidic,Meropenem,128,24,0.202,Rep2,GC2011,
Acidic,Meropenem,256,24,0.191,Rep2,GC2011,
Acidic,Meropenem,256,24,0.192,Rep2,GC2011,
Acidic,Meropenem,256,24,0.218,Rep2,GC2011,
Neutral,Meropenem,0,24,1.653,Rep2,GC2011,
Neutral,Meropenem,0,24,1.638,Rep2,GC2011,
Neutral,Meropenem,0,24,1.663,Rep2,GC2011,
Neutral,Meropenem,64,24,1.629,Rep2,GC2011,
Neutral,Meropenem,64,24,1.631,Rep2,GC2011,
Neutral,Meropenem,64,24,1.646,Rep2,GC2011,
Neutral,Meropenem,128,24,1.581,Rep2,GC2011,
Neutral,Meropenem,128,24,1.603,Rep2,GC2011,
Neutral,Meropenem,128,24,1.62,Rep2,GC2011,
Neutral,Meropenem,256,24,1.582,Rep2,GC2011,
Neutral,Meropenem,256,24,1.502,Rep2,GC2011,
Neutral,Meropenem,256,24,1.505,Rep2,GC2011,
Basic,Meropenem,0,24,1.673,Rep2,GC2011,
Basic,Meropenem,0,24,1.664,Rep2,GC2011,
Basic,Meropenem,0,24,1.68,Rep2,GC2011,
Basic,Meropenem,64,24,1.341,Rep2,GC2011,
Basic,Meropenem,64,24,1.35,Rep2,GC2011,
Basic,Meropenem,64,24,1.471,Rep2,GC2011,
Basic,Meropenem,128,24,1.408,Rep2,GC2011,
Basic,Meropenem,128,24,1.523,Rep2,GC2011,
Basic,Meropenem,128,24,1.547,Rep2,GC2011,
Basic,Meropenem,256,24,1.577,Rep2,GC2011,
Basic,Meropenem,256,24,1.484,Rep2,GC2011,
Basic,Meropenem,256,24,1.57,Rep2,GC2011,
Acidic,Meropenem,0,24,1.354,Rep1,GC2011,
Acidic,Meropenem,0,24,1.363,Rep1,GC2011,
Acidic,Meropenem,0,24,1.371,Rep1,GC2011,
Acidic,Meropenem,64,24,0.171,Rep1,GC2011,
Acidic,Meropenem,64,24,0.177,Rep1,GC2011,
Acidic,Meropenem,64,24,0.176,Rep1,GC2011,
Acidic,Meropenem,128,24,0.175,Rep1,GC2011,
Acidic,Meropenem,128,24,0.175,Rep1,GC2011,
Acidic,Meropenem,128,24,0.186,Rep1,GC2011,
Acidic,Meropenem,256,24,0.184,Rep1,GC2011,
Acidic,Meropenem,256,24,0.187,Rep1,GC2011,
Acidic,Meropenem,256,24,0.185,Rep1,GC2011,
Neutral,Meropenem,0,24,1.736,Rep1,GC2011,
Neutral,Meropenem,0,24,1.728,Rep1,GC2011,
Neutral,Meropenem,0,24,1.732,Rep1,GC2011,
Neutral,Meropenem,64,24,1.564,Rep1,GC2011,
Neutral,Meropenem,64,24,1.536,Rep1,GC2011,
Neutral,Meropenem,64,24,1.637,Rep1,GC2011,
Neutral,Meropenem,128,24,1.59,Rep1,GC2011,
Neutral,Meropenem,128,24,1.677,Rep1,GC2011,
Neutral,Meropenem,128,24,1.688,Rep1,GC2011,
Neutral,Meropenem,256,24,1.596,Rep1,GC2011,
Neutral,Meropenem,256,24,1.539,Rep1,GC2011,
Neutral,Meropenem,256,24,1.588,Rep1,GC2011,
Basic,Meropenem,0,24,1.739,Rep1,GC2011,
Basic,Meropenem,0,24,1.741,Rep1,GC2011,
Basic,Meropenem,0,24,1.729,Rep1,GC2011,
Basic,Meropenem,64,24,1.516,Rep1,GC2011,
Basic,Meropenem,64,24,1.555,Rep1,GC2011,
Basic,Meropenem,64,24,1.557,Rep1,GC2011,
Basic,Meropenem,128,24,1.614,Rep1,GC2011,
Basic,Meropenem,128,24,1.615,Rep1,GC2011,
Basic,Meropenem,128,24,1.615,Rep1,GC2011,
Basic,Meropenem,256,24,1.539,Rep1,GC2011,
Basic,Meropenem,256,24,1.535,Rep1,GC2011,
Basic,Meropenem,256,24,1.577,Rep1,GC2011,
Acidic,Meropenem,0,0,0.172,Rep2,GC2011,
Acidic,Meropenem,0,0,0.173,Rep2,GC2011,
Acidic,Meropenem,0,0,0.173,Rep2,GC2011,
Acidic,Meropenem,64,0,0.177,Rep2,GC2011,
Acidic,Meropenem,64,0,0.171,Rep2,GC2011,
Acidic,Meropenem,64,0,0.171,Rep2,GC2011,
Acidic,Meropenem,128,0,0.174,Rep2,GC2011,
Acidic,Meropenem,128,0,0.171,Rep2,GC2011,
Acidic,Meropenem,128,0,0.171,Rep2,GC2011,
Acidic,Meropenem,256,0,0.169,Rep2,GC2011,
Acidic,Meropenem,256,0,0.171,Rep2,GC2011,
Acidic,Meropenem,256,0,0.175,Rep2,GC2011,
Neutral,Meropenem,0,0,0.185,Rep2,GC2011,
Neutral,Meropenem,0,0,0.184,Rep2,GC2011,
Neutral,Meropenem,0,0,0.186,Rep2,GC2011,
Neutral,Meropenem,64,0,0.184,Rep2,GC2011,
Neutral,Meropenem,64,0,0.184,Rep2,GC2011,
Neutral,Meropenem,64,0,0.185,Rep2,GC2011,
Neutral,Meropenem,128,0,0.185,Rep2,GC2011,
Neutral,Meropenem,128,0,0.187,Rep2,GC2011,
Neutral,Meropenem,128,0,0.184,Rep2,GC2011,
Neutral,Meropenem,256,0,0.182,Rep2,GC2011,
Neutral,Meropenem,256,0,0.183,Rep2,GC2011,
Neutral,Meropenem,256,0,0.182,Rep2,GC2011,
Basic,Meropenem,0,0,0.183,Rep2,GC2011,
Basic,Meropenem,0,0,0.183,Rep2,GC2011,
Basic,Meropenem,0,0,0.18,Rep2,GC2011,
Basic,Meropenem,64,0,0.178,Rep2,GC2011,
Basic,Meropenem,64,0,0.181,Rep2,GC2011,
Basic,Meropenem,64,0,0.178,Rep2,GC2011,
Basic,Meropenem,128,0,0.18,Rep2,GC2011,
Basic,Meropenem,128,0,0.18,Rep2,GC2011,
Basic,Meropenem,128,0,0.179,Rep2,GC2011,
Basic,Meropenem,256,0,0.179,Rep2,GC2011,
Basic,Meropenem,256,0,0.179,Rep2,GC2011,
Basic,Meropenem,256,0,0.179,Rep2,GC2011,
Acidic,Meropenem,0,0,0.16,Rep1,GC2011,
Acidic,Meropenem,0,0,0.159,Rep1,GC2011,
Acidic,Meropenem,0,0,0.159,Rep1,GC2011,
Acidic,Meropenem,64,0,0.161,Rep1,GC2011,
Acidic,Meropenem,64,0,0.16,Rep1,GC2011,
Acidic,Meropenem,64,0,0.16,Rep1,GC2011,
Acidic,Meropenem,128,0,0.159,Rep1,GC2011,
Acidic,Meropenem,128,0,0.155,Rep1,GC2011,
Acidic,Meropenem,128,0,0.159,Rep1,GC2011,
Acidic,Meropenem,256,0,0.161,Rep1,GC2011,
Acidic,Meropenem,256,0,0.16,Rep1,GC2011,
Acidic,Meropenem,256,0,0.159,Rep1,GC2011,
Neutral,Meropenem,0,0,0.169,Rep1,GC2011,
Neutral,Meropenem,0,0,0.168,Rep1,GC2011,
Neutral,Meropenem,0,0,0.169,Rep1,GC2011,
Neutral,Meropenem,64,0,0.169,Rep1,GC2011,
Neutral,Meropenem,64,0,0.17,Rep1,GC2011,
Neutral,Meropenem,64,0,0.17,Rep1,GC2011,
Neutral,Meropenem,128,0,0.168,Rep1,GC2011,
Neutral,Meropenem,128,0,0.169,Rep1,GC2011,
Neutral,Meropenem,128,0,0.168,Rep1,GC2011,
Neutral,Meropenem,256,0,0.171,Rep1,GC2011,
Neutral,Meropenem,256,0,0.168,Rep1,GC2011,
Neutral,Meropenem,256,0,0.167,Rep1,GC2011,
Basic,Meropenem,0,0,0.171,Rep1,GC2011,
Basic,Meropenem,0,0,0.17,Rep1,GC2011,
Basic,Meropenem,0,0,0.168,Rep1,GC2011,
Basic,Meropenem,64,0,0.17,Rep1,GC2011,
Basic,Meropenem,64,0,0.172,Rep1,GC2011,
Basic,Meropenem,64,0,0.169,Rep1,GC2011,
Basic,Meropenem,128,0,0.169,Rep1,GC2011,
Basic,Meropenem,128,0,0.167,Rep1,GC2011,
Basic,Meropenem,128,0,0.167,Rep1,GC2011,
Basic,Meropenem,256,0,0.17,Rep1,GC2011,
Basic,Meropenem,256,0,0.168,Rep1,GC2011,
Basic,Meropenem,256,0,0.17,Rep1,GC2011,
Acidic,Gentamicin,0,48,1.657,Rep1,GC2011,
Acidic,Gentamicin,0,48,1.651,Rep1,GC2011,
Acidic,Gentamicin,0,48,1.658,Rep1,GC2011,
Acidic,Gentamicin,200,48,1.541,Rep1,GC2011,
Acidic,Gentamicin,200,48,1.536,Rep1,GC2011,
Acidic,Gentamicin,200,48,1.57,Rep1,GC2011,
Acidic,Gentamicin,400,48,1.469,Rep1,GC2011,
Acidic,Gentamicin,400,48,1.474,Rep1,GC2011,
Acidic,Gentamicin,400,48,1.479,Rep1,GC2011,
Acidic,Gentamicin,800,48,1.382,Rep1,GC2011,
Acidic,Gentamicin,800,48,1.369,Rep1,GC2011,
Acidic,Gentamicin,800,48,1.372,Rep1,GC2011,
Neutral,Gentamicin,0,48,1.722,Rep1,GC2011,
Neutral,Gentamicin,0,48,1.73,Rep1,GC2011,
Neutral,Gentamicin,0,48,1.722,Rep1,GC2011,
Neutral,Gentamicin,200,48,1.275,Rep1,GC2011,
Neutral,Gentamicin,200,48,1.294,Rep1,GC2011,
Neutral,Gentamicin,200,48,1.279,Rep1,GC2011,
Neutral,Gentamicin,400,48,1.266,Rep1,GC2011,
Neutral,Gentamicin,400,48,1.301,Rep1,GC2011,
Neutral,Gentamicin,400,48,1.284,Rep1,GC2011,
Neutral,Gentamicin,800,48,1.176,Rep1,GC2011,
Neutral,Gentamicin,800,48,1.182,Rep1,GC2011,
Neutral,Gentamicin,800,48,1.189,Rep1,GC2011,
Basic,Gentamicin,0,48,1.761,Rep1,GC2011,
Basic,Gentamicin,0,48,1.747,Rep1,GC2011,
Basic,Gentamicin,0,48,1.748,Rep1,GC2011,
Basic,Gentamicin,200,48,0.872,Rep1,GC2011,
Basic,Gentamicin,200,48,1.029,Rep1,GC2011,
Basic,Gentamicin,200,48,0.999,Rep1,GC2011,
Basic,Gentamicin,400,48,1.045,Rep1,GC2011,
Basic,Gentamicin,400,48,0.876,Rep1,GC2011,
Basic,Gentamicin,400,48,0.903,Rep1,GC2011,
Basic,Gentamicin,800,48,0.629,Rep1,GC2011,
Basic,Gentamicin,800,48,0.693,Rep1,GC2011,
Basic,Gentamicin,800,48,0.658,Rep1,GC2011,
Acidic,Gentamicin,0,24,1.447,Rep2,GC2011,
Acidic,Gentamicin,0,24,1.424,Rep2,GC2011,
Acidic,Gentamicin,0,24,1.437,Rep2,GC2011,
Acidic,Gentamicin,200,24,1.287,Rep2,GC2011,
Acidic,Gentamicin,200,24,1.297,Rep2,GC2011,
Acidic,Gentamicin,200,24,1.313,Rep2,GC2011,
Acidic,Gentamicin,400,24,1.176,Rep2,GC2011,
Acidic,Gentamicin,400,24,1.2,Rep2,GC2011,
Acidic,Gentamicin,400,24,1.221,Rep2,GC2011,
Acidic,Gentamicin,800,24,1.055,Rep2,GC2011,
Acidic,Gentamicin,800,24,1.049,Rep2,GC2011,
Acidic,Gentamicin,800,24,1.087,Rep2,GC2011,
Neutral,Gentamicin,0,24,1.615,Rep2,GC2011,
Neutral,Gentamicin,0,24,1.616,Rep2,GC2011,
Neutral,Gentamicin,0,24,1.632,Rep2,GC2011,
Neutral,Gentamicin,200,24,1.274,Rep2,GC2011,
Neutral,Gentamicin,200,24,1.289,Rep2,GC2011,
Neutral,Gentamicin,200,24,1.297,Rep2,GC2011,
Neutral,Gentamicin,400,24,1.171,Rep2,GC2011,
Neutral,Gentamicin,400,24,1.181,Rep2,GC2011,
Neutral,Gentamicin,400,24,1.177,Rep2,GC2011,
Neutral,Gentamicin,800,24,1.103,Rep2,GC2011,
Neutral,Gentamicin,800,24,1.122,Rep2,GC2011,
Neutral,Gentamicin,800,24,1.105,Rep2,GC2011,
Basic,Gentamicin,0,24,1.715,Rep2,GC2011,
Basic,Gentamicin,0,24,1.719,Rep2,GC2011,
Basic,Gentamicin,0,24,1.702,Rep2,GC2011,
Basic,Gentamicin,200,24,0.826,Rep2,GC2011,
Basic,Gentamicin,200,24,0.819,Rep2,GC2011,
Basic,Gentamicin,200,24,0.702,Rep2,GC2011,
Basic,Gentamicin,400,24,0.183,Rep2,GC2011,
Basic,Gentamicin,400,24,0.182,Rep2,GC2011,
Basic,Gentamicin,400,24,0.172,Rep2,GC2011,
Basic,Gentamicin,800,24,0.156,Rep2,GC2011,
Basic,Gentamicin,800,24,0.163,Rep2,GC2011,
Basic,Gentamicin,800,24,0.115,Rep2,GC2011,
Acidic,Gentamicin,0,24,1.32,Rep1,GC2011,
Acidic,Gentamicin,0,24,1.327,Rep1,GC2011,
Acidic,Gentamicin,0,24,1.329,Rep1,GC2011,
Acidic,Gentamicin,200,24,1.15,Rep1,GC2011,
Acidic,Gentamicin,200,24,1.162,Rep1,GC2011,
Acidic,Gentamicin,200,24,1.144,Rep1,GC2011,
Acidic,Gentamicin,400,24,1.042,Rep1,GC2011,
Acidic,Gentamicin,400,24,1.044,Rep1,GC2011,
Acidic,Gentamicin,400,24,1.041,Rep1,GC2011,
Acidic,Gentamicin,800,24,0.834,Rep1,GC2011,
Acidic,Gentamicin,800,24,0.814,Rep1,GC2011,
Acidic,Gentamicin,800,24,0.822,Rep1,GC2011,
Neutral,Gentamicin,0,24,1.649,Rep1,GC2011,
Neutral,Gentamicin,0,24,1.632,Rep1,GC2011,
Neutral,Gentamicin,0,24,1.647,Rep1,GC2011,
Neutral,Gentamicin,200,24,1.234,Rep1,GC2011,
Neutral,Gentamicin,200,24,1.231,Rep1,GC2011,
Neutral,Gentamicin,200,24,1.229,Rep1,GC2011,
Neutral,Gentamicin,400,24,1.171,Rep1,GC2011,
Neutral,Gentamicin,400,24,1.168,Rep1,GC2011,
Neutral,Gentamicin,400,24,1.181,Rep1,GC2011,
Neutral,Gentamicin,800,24,1.061,Rep1,GC2011,
Neutral,Gentamicin,800,24,1.132,Rep1,GC2011,
Neutral,Gentamicin,800,24,1.175,Rep1,GC2011,
Basic,Gentamicin,0,24,1.678,Rep1,GC2011,
Basic,Gentamicin,0,24,1.673,Rep1,GC2011,
Basic,Gentamicin,0,24,1.671,Rep1,GC2011,
Basic,Gentamicin,200,24,0.204,Rep1,GC2011,
Basic,Gentamicin,200,24,0.697,Rep1,GC2011,
Basic,Gentamicin,200,24,0.667,Rep1,GC2011,
Basic,Gentamicin,400,24,0.722,Rep1,GC2011,
Basic,Gentamicin,400,24,0.233,Rep1,GC2011,
Basic,Gentamicin,400,24,0.22,Rep1,GC2011,
Basic,Gentamicin,800,24,0.145,Rep1,GC2011,
Basic,Gentamicin,800,24,0.165,Rep1,GC2011,
Basic,Gentamicin,800,24,0.177,Rep1,GC2011,
Acidic,Gentamicin,0,0,0.132,Rep2,GC2011,
Acidic,Gentamicin,0,0,0.132,Rep2,GC2011,
Acidic,Gentamicin,0,0,0.131,Rep2,GC2011,
Acidic,Gentamicin,200,0,0.133,Rep2,GC2011,
Acidic,Gentamicin,200,0,0.134,Rep2,GC2011,
Acidic,Gentamicin,200,0,0.132,Rep2,GC2011,
Acidic,Gentamicin,400,0,0.134,Rep2,GC2011,
Acidic,Gentamicin,400,0,0.132,Rep2,GC2011,
Acidic,Gentamicin,400,0,0.131,Rep2,GC2011,
Acidic,Gentamicin,800,0,0.133,Rep2,GC2011,
Acidic,Gentamicin,800,0,0.132,Rep2,GC2011,
Acidic,Gentamicin,800,0,0.131,Rep2,GC2011,
Neutral,Gentamicin,0,0,0.134,Rep2,GC2011,
Neutral,Gentamicin,0,0,0.14,Rep2,GC2011,
Neutral,Gentamicin,0,0,0.137,Rep2,GC2011,
Neutral,Gentamicin,200,0,0.135,Rep2,GC2011,
Neutral,Gentamicin,200,0,0.135,Rep2,GC2011,
Neutral,Gentamicin,200,0,0.135,Rep2,GC2011,
Neutral,Gentamicin,400,0,0.134,Rep2,GC2011,
Neutral,Gentamicin,400,0,0.134,Rep2,GC2011,
Neutral,Gentamicin,400,0,0.136,Rep2,GC2011,
Neutral,Gentamicin,800,0,0.134,Rep2,GC2011,
Neutral,Gentamicin,800,0,0.133,Rep2,GC2011,
Neutral,Gentamicin,800,0,0.136,Rep2,GC2011,
Basic,Gentamicin,0,0,0.157,Rep2,GC2011,
Basic,Gentamicin,0,0,0.14,Rep2,GC2011,
Basic,Gentamicin,0,0,0.139,Rep2,GC2011,
Basic,Gentamicin,200,0,0.144,Rep2,GC2011,
Basic,Gentamicin,200,0,0.146,Rep2,GC2011,
Basic,Gentamicin,200,0,0.154,Rep2,GC2011,
Basic,Gentamicin,400,0,0.139,Rep2,GC2011,
Basic,Gentamicin,400,0,0.14,Rep2,GC2011,
Basic,Gentamicin,400,0,0.14,Rep2,GC2011,
Basic,Gentamicin,800,0,0.148,Rep2,GC2011,
Basic,Gentamicin,800,0,0.137,Rep2,GC2011,
